caption,verbs,nouns,adjectives,sub
"An artist painting, sketching, illustrating a serene landscape.","{painting, sketching, illustrating}","{artist, landscape}",{serene},{artist}
"Leaves falling, drifting, floating from autumn trees.","{falling, drifting, floating}","{leaves, trees}",{autumn},{leaves}
"A gymnast tumbling, flipping, somersaulting on a springy mat.","{tumbling, flipping, somersaulting}","{gymnast, mat}",{springy},{gymnast}
"Dolphins leaping, jumping, breaching out of crystal-clear water.","{leaping, jumping, breaching}","{dolphins, water}",{crystal-clear},{dolphins}
"A magician levitating, floating, suspending a volunteer mid-air.","{levitating, floating, suspending}","{magician, volunteer}",{mid-air},{magician}
"Snowflakes falling, descending, drifting in a gentle winter breeze.","{falling, descending, drifting}","{snowflakes, breeze}","{gentle, winter}",{snowflakes}
"A chef flambing, igniting, blazing a decadent dessert.","{flambing, igniting, blazing}","{chef, dessert}",{decadent},{chef}
"Penguins waddling, toddling, shuffling across icy terrain.","{waddling, toddling, shuffling}","{penguins, terrain}",{icy},{penguins}
"A violinist performing, playing, executing a challenging concerto.","{performing, playing, executing}","{violinist, concerto}",{challenging},{violinist}
"Horses galloping, cantering, charging across a verdant meadow.","{galloping, cantering, charging}","{horses, meadow}",{verdant},{horses}
"A seamstress sewing, stitching, mending intricate embroidery.","{sewing, stitching, mending}","{seamstress, embroidery}",{intricate},{seamstress}
"Fireworks exploding, bursting, erupting in a night sky.","{exploding, bursting, erupting}","{fireworks, sky}",{night},{fireworks}
"A baker kneading, folding, shaping dough for artisanal bread.","{kneading, folding, shaping}","{baker, dough, bread}",{artisanal},{baker}
"Clouds swirling, billowing, gathering before a storm.","{swirling, billowing, gathering}","{clouds, storm}",{},{clouds}
"A juggler tossing, catching, balancing colorful balls.","{tossing, catching, balancing}","{juggler, balls}",{colorful},{juggler}
"Waves lapping, splashing, rippling against a sandy shore.","{lapping, splashing, rippling}","{waves, shore}",{sandy},{waves}
"A potter molding, shaping, forming clay on a spinning wheel.","{molding, shaping, forming}","{potter, clay, wheel}",{spinning},{potter}
"Bees buzzing, humming, swarming around a blooming hive.","{buzzing, humming, swarming}","{bees, hive}",{blooming},{bees}
"An owl hooting, calling, screeching in a moonlit forest.","{hooting, calling, screeching}","{owl, forest}",{moonlit},{owl}
"A chef flameing, searing, caramelizing a gourmet dish.","{flameing, searing, caramelizing}","{chef, dish}",{gourmet},{chef}
"Leaves rustling, whispering, murmuring in a gentle breeze.","{rustling, whispering, murmuring}","{leaves, breeze}",{gentle},{leaves}
"A surfer riding, gliding, carving through towering waves.","{riding, gliding, carving}","{surfer, waves}",{towering},{surfer}
"Raindrops falling, pattering, drumming on a tin roof.","{falling, pattering, drumming}","{raindrops, roof}",{tin},{raindrops}
"A mime performing, gesturing, miming in a bustling square.","{performing, gesturing, miming}","{mime, square}",{bustling},{mime}
"Puppies frolicking, romping, gamboling in a grassy yard.","{frolicking, romping, gamboling}","{puppies, yard}",{grassy},{puppies}
"A blacksmith forging, hammering, shaping red-hot metal.","{forging, hammering, shaping}","{blacksmith, metal}",{red-hot},{blacksmith}
"Leaves swirling, whirling, twirling in an autumn gust.","{swirling, whirling, twirling}","{leaves, gust}",{autumn},{leaves}
"A ballerina twirling, pirouetting, spinning on a polished stage.","{twirling, pirouetting, spinning}","{ballerina, stage}",{polished},{ballerina}
"Monkeys swinging, leaping, brachiated through dense jungle.","{swinging, leaping, brachiated}","{monkeys, jungle}",{dense},{monkeys}
"A scientist pipetting, measuring, analyzing colorful liquids.","{pipetting, measuring, analyzing}","{scientist, liquids}",{colorful},{scientist}
"Waves crashing, roaring, thundering on a rocky coastline.","{crashing, roaring, thundering}","{waves, coastline}",{rocky},{waves}
"A pianist composing, creating, improvising a melodious tune.","{composing, creating, improvising}","{pianist, tune}",{melodious},{pianist}
"Birds chirping, trilling, warbling in a verdant forest.","{chirping, trilling, warbling}","{birds, forest}",{verdant},{birds}
"A chef garnishing, decorating, embellishing a gourmet plate.","{garnishing, decorating, embellishing}","{chef, plate}",{gourmet},{chef}
"Snowflakes swirling, dancing, pirouetting in a wintry breeze.","{swirling, dancing, pirouetting}","{snowflakes, breeze}",{wintry},{snowflakes}
"A glassblower shaping, molding, crafting delicate sculptures.","{shaping, molding, crafting}","{glassblower, sculptures}",{delicate},{glassblower}
"Butterflies emerging, unfurling, spreading wings from cocoons.","{emerging, unfurling, spreading}","{butterflies, wings, cocoons}",{},{butterflies}
"A conductor directing, guiding, orchestrating a symphony.","{directing, guiding, orchestrating}","{conductor, symphony}",{},{conductor}
"Kangaroos hopping, bounding, leaping across arid plains.","{hopping, bounding, leaping}","{kangaroos, plains}",{arid},{kangaroos}
"A barista brewing, steaming, frothing aromatic coffee.","{brewing, steaming, frothing}","{barista, coffee}",{aromatic},{barista}
"Flames flickering, dancing, licking in a cozy fireplace.","{flickering, dancing, licking}","{flames, fireplace}",{cozy},{flames}
"A sculptor chiseling, carving, shaping a marble block.","{chiseling, carving, shaping}","{sculptor, block}",{marble},{sculptor}
"Kites soaring, flying, gliding in a breezy sky.","{soaring, flying, gliding}","{kites, sky}",{breezy},{kites}
"A gardener pruning, trimming, shaping lush topiary.","{pruning, trimming, shaping}","{gardener, topiary}",{lush},{gardener}
"Geese honking, calling, trumpeting during migration.","{honking, calling, trumpeting}","{geese, migration}",{},{geese}
"A weaver threading, intertwining, braiding colorful fibers.","{threading, intertwining, braiding}","{weaver, fibers}",{colorful},{weaver}
"Lava flowing, oozing, streaming from an active volcano.","{flowing, oozing, streaming}","{lava, volcano}",{active},{lava}
"A magician conjuring, summoning, materializing doves.","{conjuring, summoning, materializing}","{magician, doves}",{},{magician}
"Jellyfish pulsing, throbbing, undulating in azure waters.","{pulsing, throbbing, undulating}","{jellyfish, waters}",{azure},{jellyfish}
"A mime gesturing, posing, pantomiming in a lively park.","{gesturing, posing, pantomiming}","{mime, park}",{lively},{mime}
"Clouds drifting, floating, sailing across a cerulean sky.","{drifting, floating, sailing}","{clouds, sky}",{cerulean},{clouds}
"A juggler balancing, spinning, twirling flaming torches.","{balancing, spinning, twirling}","{juggler, torches}",{flaming},{juggler}
"Leaves rustling, fluttering, quivering in an autumn breeze.","{rustling, fluttering, quivering}","{leaves, breeze}",{autumn},{leaves}
"A potter glazing, painting, decorating intricate ceramics.","{glazing, painting, decorating}","{potter, ceramics}",{intricate},{potter}
"Fireflies glowing, blinking, illuminating a summer night.","{glowing, blinking, illuminating}","{fireflies, night}",{summer},{fireflies}
"A conductor gesturing, signaling, directing an orchestra.","{gesturing, signaling, directing}","{conductor, orchestra}",{},{conductor}
"Seagulls soaring, gliding, swooping over crashing waves.","{soaring, gliding, swooping}","{seagulls, waves}",{crashing},{seagulls}
"A chef filleting, scaling, deboning a fresh-caught fish.","{filleting, scaling, deboning}","{chef, fish}",{fresh-caught},{chef}
"Puppets dancing, prancing, cavorting on invisible strings.","{dancing, prancing, cavorting}","{puppets, strings}",{invisible},{puppets}
"A tailor measuring, cutting, stitching fine fabric.","{measuring, cutting, stitching}","{tailor, fabric}",{fine},{tailor}
"Bees pollinating, fertilizing, cross-pollinating vibrant flowers.","{pollinating, fertilizing, cross-pollinating}","{bees, flowers}",{vibrant},{bees}
"A mime balancing, teetering, wobbling on an imaginary tightrope.","{balancing, teetering, wobbling}","{mime, tightrope}",{imaginary},{mime}
"Waves lapping, splashing, crashing against a rocky shore.","{lapping, splashing, crashing}","{waves, shore}",{rocky},{waves}
"A potter throwing, shaping, forming clay on a spinning wheel.","{throwing, shaping, forming}","{potter, clay, wheel}",{spinning},{potter}
"Butterflies fluttering, hovering, alighting on colorful petals.","{fluttering, hovering, alighting}","{butterflies, petals}",{colorful},{butterflies}
"A violinist tuning, adjusting, calibrating the instrument strings.","{tuning, adjusting, calibrating}","{violinist, instrument, strings}",{},{violinist}
"Snowflakes falling, drifting, accumulating in a winter wonderland.","{falling, drifting, accumulating}","{snowflakes, wonderland}",{winter},{snowflakes}
"A juggler tossing, catching, manipulating glowing orbs.","{tossing, catching, manipulating}","{juggler, orbs}",{glowing},{juggler}
"Leaves rustling, whispering, murmuring in a gentle breeze.","{rustling, whispering, murmuring}","{leaves, breeze}",{gentle},{leaves}
"A chef searing, grilling, caramelizing juicy steaks.","{searing, grilling, caramelizing}","{chef, steaks}",{juicy},{chef}
"Dolphins leaping, jumping, breaching out of sparkling water.","{leaping, jumping, breaching}","{dolphins, water}",{sparkling},{dolphins}
"A squirrel scampering, darting, dashing across a wooden fence.","{scampering, darting, dashing}","{squirrel, fence}",{wooden},{squirrel}
"Waves crashing, breaking, smashing against jagged rocks.","{crashing, breaking, smashing}","{waves, rocks}",{jagged},{waves}
"A robot assembling, constructing, building intricate electronic components.","{assembling, constructing, building}","{robot, components}","{intricate, electronic}",{robot}
"Lightning flashing, illuminating, brightening the night sky.","{flashing, illuminating, brightening}","{lightning, sky}",{night},{lightning}
"A chameleon changing, shifting, altering its skin color.","{changing, shifting, altering}","{chameleon, color, skin}",{},{chameleon}
"Leaves falling, drifting, floating from autumn trees.","{falling, drifting, floating}","{leaves, trees}",{autumn},{leaves}
"A volcano erupting, spewing, ejecting molten lava.","{erupting, spewing, ejecting}","{volcano, lava}",{molten},{volcano}
"Ants marching, parading, processing in a long line.","{marching, parading, processing}","{ants, line}",{long},{ants}
"A spider weaving, spinning, crafting an intricate web.","{weaving, spinning, crafting}","{spider, web}",{intricate},{spider}
"Fireworks exploding, bursting, detonating in the night sky.","{exploding, bursting, detonating}","{fireworks, sky}",{night},{fireworks}
"A cheetah sprinting, dashing, racing across the savannah.","{sprinting, dashing, racing}","{cheetah, savannah}",{},{cheetah}
"Snowflakes falling, descending, drifting in the winter air.","{falling, descending, drifting}","{snowflakes, air}",{winter},{snowflakes}
"A caterpillar inching, crawling, creeping along a green leaf.","{inching, crawling, creeping}","{caterpillar, leaf}",{green},{caterpillar}
"Dolphins leaping, jumping, soaring out of the water.","{leaping, jumping, soaring}","{dolphins, water}",{},{dolphins}
"A tornado twisting, whirling, spinning across an open field.","{twisting, whirling, spinning}","{tornado, field}",{open},{tornado}
"Popcorn popping, exploding, bursting in a hot pan.","{popping, exploding, bursting}","{popcorn, pan}",{hot},{popcorn}
"A flower blooming, blossoming, unfurling its petals.","{blooming, blossoming, unfurling}","{flower, petals}",{},{flower}
"Ice melting, thawing, liquefying under the warm sun.","{melting, thawing, liquefying}","{ice, sun}",{warm},{ice}
"A peacock displaying, fanning, spreading its colorful feathers.","{displaying, fanning, spreading}","{peacock, feathers}",{colorful},{peacock}
