Caption,Visual Attributes
"Black, lush, mountain birds flutter above a serene and glistening pond.","{'black', 'lush', 'mountain'}"
"Colorful, golden, beautiful wildflowers bloom in a meadow under a bright sky.","{'colorful', 'golden', 'beautiful'}"
"Modern, beautiful, busy, majestic landscapes stretch endlessly under a golden sun.","{'modern', 'beautiful', 'busy', 'majestic'}"
"A red, rugged, sleek, tall, vivid sunset paints the horizon with vibrant colors.","{'red', 'rugged', 'sleek', 'tall', 'vivid'}"
"A colorful, red, cozy sunset paints the horizon with vibrant colors.","{'colorful', 'red', 'cozy'}"
"Delicate, rustic, historic landscapes stretch endlessly under a golden sun.","{'delicate', 'rustic', 'historic'}"
"Beautiful, vivid, mountain birds flutter above a serene and glistening pond.","{'beautiful', 'vivid', 'mountain'}"
"A rustic, spotted sunset paints the horizon with vibrant colors.","{'rustic', 'spotted'}"
"Cozy, blue, wild, natural landscapes stretch endlessly under a golden sun.","{'cozy', 'blue', 'wild', 'natural'}"
"A painter captures a sleek, soft, playful scene of nature on canvas.","{'sleek', 'soft', 'playful'}"
"A serene, rugged, vibrant, calm sunset paints the horizon with vibrant colors.","{'serene', 'rugged', 'vibrant', 'calm'}"
"Tall, wild hills are visible in the distance beyond a winding river.","{'tall', 'wild'}"
"Mountain, vivid wildflowers bloom in a meadow under a bright sky.","{'mountain', 'vivid'}"
"A painter captures a beautiful, grand, bright, shiny, bold scene of nature on canvas.","{'beautiful', 'grand', 'bright', 'shiny', 'bold'}"
"An old wooden bridge stands over a rustic, serene and tranquil stream.","{'rustic', 'serene'}"
"A painter captures a playful, natural, majestic, black, grand scene of nature on canvas.","{'playful', 'natural', 'majestic', 'black', 'grand'}"
"Mountain, historic, grand, blue, wild hills are visible in the distance beyond a winding river.","{'mountain', 'historic', 'grand', 'blue', 'wild'}"
"Natural, snowy architecture marks the skyline of a bustling city.","{'natural', 'snowy'}"
"Small, beautiful trees sway gently in the cool autumn breeze.","{'small', 'beautiful'}"
"A cluster of calm, delicate houses sits atop a steep cliff by the ocean.","{'calm', 'delicate'}"
"Beautiful, spotted landscapes stretch endlessly under a golden sun.","{'beautiful', 'spotted'}"
"Snowy, rugged, serene, soft, bold wildflowers bloom in a meadow under a bright sky.","{'snowy', 'rugged', 'serene', 'soft', 'bold'}"
"White, playful, mountain, tall hills are visible in the distance beyond a winding river.","{'white', 'playful', 'mountain', 'tall'}"
"A painter captures a ancient, dynamic scene of nature on canvas.","{'ancient', 'dynamic'}"
"A small, artistic, green, rustic, red sunset paints the horizon with vibrant colors.","{'small', 'artistic', 'green', 'rustic', 'red'}"
"Artistic, green, tall trees sway gently in the cool autumn breeze.","{'artistic', 'green', 'tall'}"
"Rugged, shiny birds flutter above a serene and glistening pond.","{'rugged', 'shiny'}"
"Spotted, busy, red trees sway gently in the cool autumn breeze.","{'spotted', 'busy', 'red'}"
"Rugged, beautiful, serene, black landscapes stretch endlessly under a golden sun.","{'rugged', 'beautiful', 'serene', 'black'}"
"Wooden, tall, mountain birds flutter above a serene and glistening pond.","{'wooden', 'tall', 'mountain'}"
"Snowy, serene, playful hills are visible in the distance beyond a winding river.","{'snowy', 'serene', 'playful'}"
"A cluster of tall, red, rugged, mountain, blue houses sits atop a steep cliff by the ocean.","{'tall', 'red', 'rugged', 'mountain', 'blue'}"
"A natural, tall, artistic sunset paints the horizon with vibrant colors.","{'natural', 'tall', 'artistic'}"
"Rustic, serene, black, bold, rugged trees sway gently in the cool autumn breeze.","{'rustic', 'serene', 'black', 'bold', 'rugged'}"
"Colorful, beautiful, blue, cozy, snowy architecture marks the skyline of a bustling city.","{'colorful', 'beautiful', 'blue', 'cozy', 'snowy'}"
"A grand, playful, delicate, ancient sunset paints the horizon with vibrant colors.","{'grand', 'playful', 'delicate', 'ancient'}"
"A painter captures a natural, historic, spotted, dynamic, bright scene of nature on canvas.","{'natural', 'historic', 'spotted', 'dynamic', 'bright'}"
"Ancient, majestic, blue, snowy trees sway gently in the cool autumn breeze.","{'ancient', 'majestic', 'blue', 'snowy'}"
"A painter captures a spotted, cozy, vivid, playful, blue scene of nature on canvas.","{'spotted', 'cozy', 'vivid', 'playful', 'blue'}"
"A painter captures a green, wild scene of nature on canvas.","{'green', 'wild'}"
"An old wooden bridge stands over a wild, lush, playful, grand, artistic and tranquil stream.","{'wild', 'lush', 'playful', 'grand', 'artistic'}"
"Spotted, blue, dynamic architecture marks the skyline of a bustling city.","{'spotted', 'blue', 'dynamic'}"
"Playful, natural birds flutter above a serene and glistening pond.","{'playful', 'natural'}"
"Colorful, grand wildflowers bloom in a meadow under a bright sky.","{'colorful', 'grand'}"
"A painter captures a playful, bright, shiny, vibrant scene of nature on canvas.","{'playful', 'bright', 'shiny', 'vibrant'}"
"A painter captures a rustic, natural, dynamic, bright scene of nature on canvas.","{'rustic', 'natural', 'dynamic', 'bright'}"
"Modern, colorful, black, spotted, busy hills are visible in the distance beyond a winding river.","{'modern', 'colorful', 'black', 'spotted', 'busy'}"
"Serene, rugged, spotted, colorful, red landscapes stretch endlessly under a golden sun.","{'serene', 'rugged', 'spotted', 'colorful', 'red'}"
"White, small, cozy, colorful, green landscapes stretch endlessly under a golden sun.","{'white', 'small', 'cozy', 'colorful', 'green'}"
"Snowy, serene, sleek, vivid, beautiful trees sway gently in the cool autumn breeze.","{'snowy', 'serene', 'sleek', 'vivid', 'beautiful'}"
"Dynamic, rustic, shiny, grand, sleek birds flutter above a serene and glistening pond.","{'dynamic', 'rustic', 'shiny', 'grand', 'sleek'}"
"A green, vibrant, soft, tall, black sunset paints the horizon with vibrant colors.","{'green', 'vibrant', 'soft', 'tall', 'black'}"
"White, cozy hills are visible in the distance beyond a winding river.","{'white', 'cozy'}"
"Calm, natural, artistic trees sway gently in the cool autumn breeze.","{'calm', 'natural', 'artistic'}"
"A painter captures a snowy, green, modern, wooden scene of nature on canvas.","{'snowy', 'green', 'modern', 'wooden'}"
"A cluster of golden, modern, red houses sits atop a steep cliff by the ocean.","{'golden', 'modern', 'red'}"
"Dynamic, rugged, black, snowy, wild trees sway gently in the cool autumn breeze.","{'dynamic', 'rugged', 'black', 'snowy', 'wild'}"
"An old wooden bridge stands over a bright, grand and tranquil stream.","{'bright', 'grand'}"
"Black, modern landscapes stretch endlessly under a golden sun.","{'black', 'modern'}"
"Vivid, beautiful, red hills are visible in the distance beyond a winding river.","{'vivid', 'beautiful', 'red'}"
"Calm, beautiful, dynamic, black, rugged architecture marks the skyline of a bustling city.","{'calm', 'beautiful', 'dynamic', 'black', 'rugged'}"
"A cluster of black, serene, tall, historic houses sits atop a steep cliff by the ocean.","{'black', 'serene', 'tall', 'historic'}"
"A painter captures a ancient, lush, shiny, modern scene of nature on canvas.","{'ancient', 'lush', 'shiny', 'modern'}"
"Serene, modern, white hills are visible in the distance beyond a winding river.","{'serene', 'modern', 'white'}"
"Cozy, white, wooden, dynamic, mountain trees sway gently in the cool autumn breeze.","{'cozy', 'white', 'wooden', 'dynamic', 'mountain'}"
"A cluster of vibrant, delicate, historic houses sits atop a steep cliff by the ocean.","{'vibrant', 'delicate', 'historic'}"
"An old wooden bridge stands over a bright, lush, red and tranquil stream.","{'bright', 'lush', 'red'}"
"Artistic, golden wildflowers bloom in a meadow under a bright sky.","{'artistic', 'golden'}"
"Artistic, bold, playful, grand, rustic hills are visible in the distance beyond a winding river.","{'artistic', 'bold', 'playful', 'grand', 'rustic'}"
"Rugged, playful, wild trees sway gently in the cool autumn breeze.","{'rugged', 'playful', 'wild'}"
"A cluster of bright, black houses sits atop a steep cliff by the ocean.","{'bright', 'black'}"
"A wooden, bold sunset paints the horizon with vibrant colors.","{'wooden', 'bold'}"
"An old wooden bridge stands over a soft, lush, shiny and tranquil stream.","{'soft', 'lush', 'shiny'}"
"A cluster of lush, tall houses sits atop a steep cliff by the ocean.","{'lush', 'tall'}"
"Bright, calm, rugged, sleek, small trees sway gently in the cool autumn breeze.","{'bright', 'calm', 'rugged', 'sleek', 'small'}"
"A small, green sunset paints the horizon with vibrant colors.","{'small', 'green'}"
"Golden, spotted, tall trees sway gently in the cool autumn breeze.","{'golden', 'spotted', 'tall'}"
"Soft, historic, ancient, blue birds flutter above a serene and glistening pond.","{'soft', 'historic', 'ancient', 'blue'}"
"A cluster of small, cozy houses sits atop a steep cliff by the ocean.","{'small', 'cozy'}"
"Shiny, cozy wildflowers bloom in a meadow under a bright sky.","{'shiny', 'cozy'}"
"Green, red, vivid, golden, busy architecture marks the skyline of a bustling city.","{'green', 'red', 'vivid', 'golden', 'busy'}"
"Lush, dynamic, natural wildflowers bloom in a meadow under a bright sky.","{'lush', 'dynamic', 'natural'}"
"A cluster of grand, rustic, cozy, blue, bold houses sits atop a steep cliff by the ocean.","{'grand', 'rustic', 'cozy', 'blue', 'bold'}"
"A cluster of green, serene, bold, ancient houses sits atop a steep cliff by the ocean.","{'green', 'serene', 'bold', 'ancient'}"
"A vivid, golden, red sunset paints the horizon with vibrant colors.","{'vivid', 'golden', 'red'}"
"Historic, artistic, wild, vivid, playful birds flutter above a serene and glistening pond.","{'historic', 'artistic', 'wild', 'vivid', 'playful'}"
"Green, tall, lush, rustic architecture marks the skyline of a bustling city.","{'green', 'tall', 'lush', 'rustic'}"
"Busy, wooden landscapes stretch endlessly under a golden sun.","{'busy', 'wooden'}"
"Bold, natural, busy, cozy, red trees sway gently in the cool autumn breeze.","{'bold', 'natural', 'busy', 'cozy', 'red'}"
"Vivid, snowy, rugged birds flutter above a serene and glistening pond.","{'vivid', 'snowy', 'rugged'}"
"A painter captures a rugged, delicate, natural, historic scene of nature on canvas.","{'rugged', 'delicate', 'natural', 'historic'}"
"Small, natural, ancient, colorful trees sway gently in the cool autumn breeze.","{'small', 'natural', 'ancient', 'colorful'}"
"A ancient, lush, black, white sunset paints the horizon with vibrant colors.","{'ancient', 'lush', 'black', 'white'}"
"An old wooden bridge stands over a tall, bold, wild, natural and tranquil stream.","{'tall', 'bold', 'wild', 'natural'}"
"Grand, colorful birds flutter above a serene and glistening pond.","{'grand', 'colorful'}"
"Grand, natural, tall trees sway gently in the cool autumn breeze.","{'grand', 'natural', 'tall'}"
"An old wooden bridge stands over a modern, rugged, spotted, green and tranquil stream.","{'modern', 'rugged', 'spotted', 'green'}"
"Grand, rustic, mountain, calm trees sway gently in the cool autumn breeze.","{'grand', 'rustic', 'mountain', 'calm'}"
"Grand, spotted, soft, lush, blue trees sway gently in the cool autumn breeze.","{'grand', 'spotted', 'soft', 'lush', 'blue'}"
"Bold, vibrant, grand, colorful architecture marks the skyline of a bustling city.","{'bold', 'vibrant', 'grand', 'colorful'}"
"Grand, shiny, tall, spotted birds flutter above a serene and glistening pond.","{'grand', 'shiny', 'tall', 'spotted'}"
"Ancient, serene, lush, rugged birds flutter above a serene and glistening pond.","{'ancient', 'serene', 'lush', 'rugged'}"
"Green, soft, playful, black, delicate architecture marks the skyline of a bustling city.","{'green', 'soft', 'playful', 'black', 'delicate'}"
"Grand, wild, serene, snowy birds flutter above a serene and glistening pond.","{'grand', 'wild', 'serene', 'snowy'}"
"An old wooden bridge stands over a delicate, golden, blue, serene and tranquil stream.","{'delicate', 'golden', 'blue', 'serene'}"
"An old wooden bridge stands over a white, tall and tranquil stream.","{'white', 'tall'}"
"A wild, rustic, bright sunset paints the horizon with vibrant colors.","{'wild', 'rustic', 'bright'}"
"Golden, blue, serene, vivid hills are visible in the distance beyond a winding river.","{'golden', 'blue', 'serene', 'vivid'}"
"Rugged, tall, cozy, rustic hills are visible in the distance beyond a winding river.","{'rugged', 'tall', 'cozy', 'rustic'}"
"A cluster of beautiful, blue, golden houses sits atop a steep cliff by the ocean.","{'beautiful', 'blue', 'golden'}"
"Delicate, vibrant, soft, modern, small landscapes stretch endlessly under a golden sun.","{'delicate', 'vibrant', 'soft', 'modern', 'small'}"
"Sleek, bold, dynamic, serene architecture marks the skyline of a bustling city.","{'sleek', 'bold', 'dynamic', 'serene'}"
"A painter captures a spotted, white scene of nature on canvas.","{'spotted', 'white'}"
"A bold, vivid, snowy sunset paints the horizon with vibrant colors.","{'bold', 'vivid', 'snowy'}"
"A cluster of historic, tall, mountain, vibrant, wild houses sits atop a steep cliff by the ocean.","{'historic', 'tall', 'mountain', 'vibrant', 'wild'}"
"An old wooden bridge stands over a rustic, cozy, natural and tranquil stream.","{'rustic', 'cozy', 'natural'}"
"Wooden, ancient, dynamic, lush landscapes stretch endlessly under a golden sun.","{'wooden', 'ancient', 'dynamic', 'lush'}"
"Historic, lush, playful wildflowers bloom in a meadow under a bright sky.","{'historic', 'lush', 'playful'}"
"A painter captures a ancient, shiny, snowy, modern, sleek scene of nature on canvas.","{'ancient', 'shiny', 'snowy', 'modern', 'sleek'}"
"Calm, wooden landscapes stretch endlessly under a golden sun.","{'calm', 'wooden'}"
"Grand, bold, soft, blue architecture marks the skyline of a bustling city.","{'grand', 'bold', 'soft', 'blue'}"
"Red, black, blue wildflowers bloom in a meadow under a bright sky.","{'red', 'black', 'blue'}"
"An old wooden bridge stands over a lush, busy, cozy and tranquil stream.","{'lush', 'busy', 'cozy'}"
"Bold, modern, green hills are visible in the distance beyond a winding river.","{'bold', 'modern', 'green'}"
"Sleek, natural hills are visible in the distance beyond a winding river.","{'sleek', 'natural'}"
"Cozy, golden, red, majestic, lush birds flutter above a serene and glistening pond.","{'cozy', 'golden', 'red', 'majestic', 'lush'}"
"Golden, white, wild, red wildflowers bloom in a meadow under a bright sky.","{'golden', 'white', 'wild', 'red'}"
"Grand, delicate, rugged hills are visible in the distance beyond a winding river.","{'grand', 'delicate', 'rugged'}"
"Playful, serene birds flutter above a serene and glistening pond.","{'playful', 'serene'}"
"A painter captures a rustic, black, busy scene of nature on canvas.","{'rustic', 'black', 'busy'}"
"Vivid, dynamic hills are visible in the distance beyond a winding river.","{'vivid', 'dynamic'}"
"A white, lush, artistic, majestic, rugged sunset paints the horizon with vibrant colors.","{'white', 'lush', 'artistic', 'majestic', 'rugged'}"
"A painter captures a delicate, ancient, calm scene of nature on canvas.","{'delicate', 'ancient', 'calm'}"
"Natural, spotted, bold architecture marks the skyline of a bustling city.","{'natural', 'spotted', 'bold'}"
"Busy, modern, bright, calm architecture marks the skyline of a bustling city.","{'busy', 'modern', 'bright', 'calm'}"
"Sleek, white, calm landscapes stretch endlessly under a golden sun.","{'sleek', 'white', 'calm'}"
"Natural, vibrant, busy birds flutter above a serene and glistening pond.","{'natural', 'vibrant', 'busy'}"
"A painter captures a busy, white, grand, beautiful scene of nature on canvas.","{'busy', 'white', 'grand', 'beautiful'}"
"Golden, vibrant, soft, tall wildflowers bloom in a meadow under a bright sky.","{'golden', 'vibrant', 'soft', 'tall'}"
"A painter captures a ancient, wild, spotted, vibrant, shiny scene of nature on canvas.","{'ancient', 'wild', 'spotted', 'vibrant', 'shiny'}"
"A cluster of small, golden, red, artistic, snowy houses sits atop a steep cliff by the ocean.","{'small', 'golden', 'red', 'artistic', 'snowy'}"
"Spotted, cozy, colorful, rugged, natural trees sway gently in the cool autumn breeze.","{'spotted', 'cozy', 'colorful', 'rugged', 'natural'}"
"Dynamic, bold, rustic, serene wildflowers bloom in a meadow under a bright sky.","{'dynamic', 'bold', 'rustic', 'serene'}"
"An old wooden bridge stands over a ancient, cozy, wild and tranquil stream.","{'ancient', 'cozy', 'wild'}"
"Wooden, green, sleek landscapes stretch endlessly under a golden sun.","{'wooden', 'green', 'sleek'}"
"An old wooden bridge stands over a vivid, grand, tall and tranquil stream.","{'vivid', 'grand', 'tall'}"
"Delicate, historic, tall birds flutter above a serene and glistening pond.","{'delicate', 'historic', 'tall'}"
"An old wooden bridge stands over a lush, calm, modern, bold and tranquil stream.","{'lush', 'calm', 'modern', 'bold'}"
"Serene, black birds flutter above a serene and glistening pond.","{'serene', 'black'}"
"Spotted, tall, wooden, colorful hills are visible in the distance beyond a winding river.","{'spotted', 'tall', 'wooden', 'colorful'}"
"Wooden, rugged, colorful, beautiful architecture marks the skyline of a bustling city.","{'wooden', 'rugged', 'colorful', 'beautiful'}"
"Mountain, spotted landscapes stretch endlessly under a golden sun.","{'mountain', 'spotted'}"
"Rugged, dynamic, lush, tall hills are visible in the distance beyond a winding river.","{'rugged', 'dynamic', 'lush', 'tall'}"
"A blue, modern, spotted sunset paints the horizon with vibrant colors.","{'blue', 'modern', 'spotted'}"
"Wild, vibrant, spotted, green, historic hills are visible in the distance beyond a winding river.","{'wild', 'vibrant', 'spotted', 'green', 'historic'}"
"Wooden, playful, black, vivid wildflowers bloom in a meadow under a bright sky.","{'wooden', 'playful', 'black', 'vivid'}"
"A cluster of tall, shiny, blue, soft, beautiful houses sits atop a steep cliff by the ocean.","{'tall', 'shiny', 'blue', 'soft', 'beautiful'}"
"Majestic, busy architecture marks the skyline of a bustling city.","{'majestic', 'busy'}"
"A wild, natural, vivid, lush sunset paints the horizon with vibrant colors.","{'wild', 'natural', 'vivid', 'lush'}"
"Vivid, green, delicate, shiny, spotted birds flutter above a serene and glistening pond.","{'vivid', 'green', 'delicate', 'shiny', 'spotted'}"
"A painter captures a golden, wild, lush, tall, ancient scene of nature on canvas.","{'golden', 'wild', 'lush', 'tall', 'ancient'}"
"Busy, bold, spotted, dynamic wildflowers bloom in a meadow under a bright sky.","{'busy', 'bold', 'spotted', 'dynamic'}"
"Playful, soft architecture marks the skyline of a bustling city.","{'playful', 'soft'}"
"Red, bold trees sway gently in the cool autumn breeze.","{'red', 'bold'}"
"A busy, blue, snowy, shiny, calm sunset paints the horizon with vibrant colors.","{'busy', 'blue', 'snowy', 'shiny', 'calm'}"
"Bright, serene birds flutter above a serene and glistening pond.","{'bright', 'serene'}"
"White, beautiful, colorful, wild, wooden trees sway gently in the cool autumn breeze.","{'white', 'beautiful', 'colorful', 'wild', 'wooden'}"
"Modern, sleek landscapes stretch endlessly under a golden sun.","{'modern', 'sleek'}"
"Playful, artistic, vivid, natural, majestic wildflowers bloom in a meadow under a bright sky.","{'playful', 'artistic', 'vivid', 'natural', 'majestic'}"
"Vivid, beautiful, spotted landscapes stretch endlessly under a golden sun.","{'vivid', 'beautiful', 'spotted'}"
"Dynamic, shiny landscapes stretch endlessly under a golden sun.","{'dynamic', 'shiny'}"
"Blue, majestic, busy, delicate architecture marks the skyline of a bustling city.","{'blue', 'majestic', 'busy', 'delicate'}"
"Delicate, majestic, bold birds flutter above a serene and glistening pond.","{'delicate', 'majestic', 'bold'}"
"Bright, snowy, shiny, calm, majestic landscapes stretch endlessly under a golden sun.","{'bright', 'snowy', 'shiny', 'calm', 'majestic'}"
"Green, busy, lush trees sway gently in the cool autumn breeze.","{'green', 'busy', 'lush'}"
"Busy, green, historic, playful, snowy birds flutter above a serene and glistening pond.","{'busy', 'green', 'historic', 'playful', 'snowy'}"
"A vibrant, red, wild, beautiful sunset paints the horizon with vibrant colors.","{'vibrant', 'red', 'wild', 'beautiful'}"
"Lush, black, spotted, blue, delicate hills are visible in the distance beyond a winding river.","{'lush', 'black', 'spotted', 'blue', 'delicate'}"
"Wild, serene, bright trees sway gently in the cool autumn breeze.","{'wild', 'serene', 'bright'}"
"An old wooden bridge stands over a serene, wild and tranquil stream.","{'serene', 'wild'}"
"A painter captures a vivid, bright, black, green, spotted scene of nature on canvas.","{'vivid', 'bright', 'black', 'green', 'spotted'}"
"Wild, spotted, modern trees sway gently in the cool autumn breeze.","{'wild', 'spotted', 'modern'}"
"An old wooden bridge stands over a green, rugged, playful and tranquil stream.","{'green', 'rugged', 'playful'}"
"Playful, beautiful, dynamic, wild, natural landscapes stretch endlessly under a golden sun.","{'playful', 'beautiful', 'dynamic', 'wild', 'natural'}"
"Mountain, majestic, tall, wooden, white landscapes stretch endlessly under a golden sun.","{'mountain', 'majestic', 'tall', 'wooden', 'white'}"
"Bright, red trees sway gently in the cool autumn breeze.","{'bright', 'red'}"
"Dynamic, beautiful, playful, wild landscapes stretch endlessly under a golden sun.","{'dynamic', 'beautiful', 'playful', 'wild'}"
"A painter captures a blue, majestic scene of nature on canvas.","{'blue', 'majestic'}"
"An old wooden bridge stands over a sleek, bright and tranquil stream.","{'sleek', 'bright'}"
"An old wooden bridge stands over a cozy, red and tranquil stream.","{'cozy', 'red'}"
"A painter captures a white, colorful scene of nature on canvas.","{'white', 'colorful'}"
"A cluster of snowy, white, majestic houses sits atop a steep cliff by the ocean.","{'snowy', 'white', 'majestic'}"
